ConditionName,Fatalities,CountryISO,Admin1Name,CityName,PeriodStartDate,PeriodEndDate,CountValue,
Mumps,0,US,TEXAS,NA,10/29/17,11/4/17,1,6
Mumps,0,US,PENNSYLVANIA,NA,10/29/17,11/4/17,1,6
Mumps,0,US,WASHINGTON,NA,10/22/17,10/28/17,1,6
Mumps,0,US,NEW YORK,NA,10/22/17,10/28/17,54,6
Mumps,0,US,TEXAS,NA,10/22/17,10/28/17,2,6
Mumps,0,US,MISSOURI,NA,10/22/17,10/28/17,2,6
Mumps,0,US,PENNSYLVANIA,NA,10/22/17,10/28/17,1,6
Mumps,0,US,NEW HAMPSHIRE,NA,10/15/17,10/21/17,1,6
Mumps,0,US,NEW YORK,NA,10/15/17,10/21/17,10,6
Mumps,0,US,ARIZONA,NA,10/15/17,10/21/17,1,6
Mumps,0,US,FLORIDA,NA,10/15/17,10/21/17,3,6
Mumps,0,US,TEXAS,NA,10/15/17,10/21/17,2,6
Mumps,0,US,OREGON,NA,10/15/17,10/21/17,2,6
Mumps,0,US,HAWAII,NA,10/15/17,10/21/17,8,6
Mumps,0,US,OHIO,NA,10/8/17,10/14/17,1,6
Mumps,0,US,WASHINGTON,NA,10/8/17,10/14/17,1,6
Mumps,0,US,MISSISSIPPI,NA,10/8/17,10/14/17,1,6
Mumps,0,US,NEW YORK,NA,10/8/17,10/14/17,7,6
Mumps,0,US,DISTRICT OF COLUMBIA,NA,10/8/17,10/14/17,1,6
Mumps,0,US,FLORIDA,NA,10/8/17,10/14/17,1,6
Mumps,0,US,TEXAS,NA,10/8/17,10/14/17,1,6
Mumps,0,US,WASHINGTON,NA,10/1/17,10/7/17,6,6
Mumps,0,US,NEW YORK,NA,10/1/17,10/7/17,4,6
Mumps,0,US,HAWAII,NA,10/1/17,10/7/17,5,6
Mumps,0,US,MISSISSIPPI,NA,9/24/17,9/30/17,1,6
Mumps,0,US,NEW YORK,NA,9/24/17,9/30/17,4,6
Mumps,0,US,NEW YORK,NA,9/17/17,9/23/17,2,6
Mumps,0,US,MASSACHUSETTS,NA,9/17/17,9/23/17,1,6
Mumps,0,US,TENNESSEE,NA,9/17/17,9/23/17,2,6
Mumps,0,US,FLORIDA,NA,9/17/17,9/23/17,1,6
Mumps,0,US,TEXAS,NA,9/17/17,9/23/17,3,6
Mumps,0,US,CALIFORNIA,NA,9/17/17,9/23/17,1,6
Mumps,0,US,PENNSYLVANIA,NA,9/17/17,9/23/17,1,6
Mumps,0,US,OHIO,NA,9/10/17,9/16/17,1,6
Mumps,0,US,WASHINGTON,NA,9/10/17,9/16/17,2,6
Mumps,0,US,ILLINOIS,NA,9/10/17,9/16/17,2,6
Mumps,0,US,NEW YORK,NA,9/10/17,9/16/17,1,6
Mumps,0,US,COLORADO,NA,9/10/17,9/16/17,1,6
Mumps,0,US,MISSOURI,NA,9/10/17,9/16/17,1,6
Mumps,0,US,HAWAII,NA,9/10/17,9/16/17,1,6
Mumps,0,US,WASHINGTON,NA,9/3/17,9/9/17,1,6
Mumps,0,US,MISSISSIPPI,NA,9/3/17,9/9/17,1,6
Mumps,0,US,NEW YORK,NA,9/3/17,9/9/17,2,6
Mumps,0,US,TEXAS,NA,9/3/17,9/9/17,2,6
Mumps,0,US,COLORADO,NA,8/27/17,9/2/17,1,6
Mumps,0,US,FLORIDA,NA,8/27/17,9/2/17,1,6
Mumps,0,US,TEXAS,NA,8/27/17,9/2/17,1,6
Mumps,0,US,CALIFORNIA,NA,8/27/17,9/2/17,1,6
Mumps,0,US,HAWAII,NA,8/27/17,9/2/17,1,6
Mumps,0,US,WASHINGTON,NA,8/20/17,8/26/17,13,6
Mumps,0,US,OKLAHOMA,NA,8/20/17,8/26/17,3,6
Mumps,0,US,FLORIDA,NA,8/20/17,8/26/17,8,6
Mumps,0,US,TEXAS,NA,8/20/17,8/26/17,4,6
Mumps,0,US,CALIFORNIA,NA,8/20/17,8/26/17,1,6
Mumps,0,US,WASHINGTON,NA,8/13/17,8/19/17,10,6
Mumps,0,US,NEW YORK,NA,8/13/17,8/19/17,2,6
Mumps,0,US,COLORADO,NA,8/13/17,8/19/17,2,6
Mumps,0,US,OKLAHOMA,NA,8/13/17,8/19/17,1,6
Mumps,0,US,FLORIDA,NA,8/13/17,8/19/17,6,6
Mumps,0,US,TEXAS,NA,8/13/17,8/19/17,6,6
Mumps,0,US,MISSOURI,NA,8/13/17,8/19/17,1,6
Mumps,0,US,WASHINGTON,NA,8/6/17,8/12/17,30,6
Mumps,0,US,NEW YORK,NA,8/6/17,8/12/17,1,6
Mumps,0,US,ARIZONA,NA,8/6/17,8/12/17,3,6
Mumps,0,US,FLORIDA,NA,8/6/17,8/12/17,1,6
Mumps,0,US,TEXAS,NA,8/6/17,8/12/17,2,6
Mumps,0,US,HAWAII,NA,8/6/17,8/12/17,3,6
Mumps,0,US,WASHINGTON,NA,7/30/17,8/5/17,52,6
Mumps,0,US,MISSISSIPPI,NA,7/30/17,8/5/17,1,6
Mumps,0,US,NEW YORK,NA,7/30/17,8/5/17,2,6
Mumps,0,US,ALASKA,NA,7/30/17,8/5/17,1,6
Mumps,0,US,FLORIDA,NA,7/30/17,8/5/17,4,6
Mumps,0,US,TEXAS,NA,7/30/17,8/5/17,2,6
Mumps,0,US,PENNSYLVANIA,NA,7/30/17,8/5/17,1,6
Mumps,0,US,WASHINGTON,NA,7/23/17,7/29/17,21,6
Mumps,0,US,NEW YORK,NA,7/23/17,7/29/17,3,6
Mumps,0,US,SOUTH CAROLINA,NA,7/23/17,7/29/17,1,6
Mumps,0,US,GEORGIA,NA,7/23/17,7/29/17,1,6
Mumps,0,US,OKLAHOMA,NA,7/23/17,7/29/17,14,6
Mumps,0,US,TEXAS,NA,7/23/17,7/29/17,2,6
Mumps,0,US,HAWAII,NA,7/23/17,7/29/17,2,6
Mumps,0,US,WASHINGTON,NA,7/16/17,7/22/17,1,6
Mumps,0,US,NEBRASKA,NA,7/16/17,7/22/17,1,6
Mumps,0,US,ARKANSAS,NA,7/16/17,7/22/17,1,6
Mumps,0,US,COLORADO,NA,7/16/17,7/22/17,1,6
Mumps,0,US,FLORIDA,NA,7/16/17,7/22/17,4,6
Mumps,0,US,TEXAS,NA,7/16/17,7/22/17,3,6
Mumps,0,US,HAWAII,NA,7/16/17,7/22/17,3,6
Mumps,0,US,WASHINGTON,NA,7/9/17,7/15/17,5,6
Mumps,0,US,MISSISSIPPI,NA,7/9/17,7/15/17,1,6
Mumps,0,US,NEW YORK,NA,7/9/17,7/15/17,2,6
Mumps,0,US,COLORADO,NA,7/9/17,7/15/17,1,6
Mumps,0,US,FLORIDA,NA,7/9/17,7/15/17,1,6
Mumps,0,US,TEXAS,NA,7/9/17,7/15/17,2,6
Mumps,0,US,OREGON,NA,7/9/17,7/15/17,2,6
Mumps,0,US,HAWAII,NA,7/9/17,7/15/17,2,6
Mumps,0,US,OHIO,NA,7/2/17,7/8/17,1,6
Mumps,0,US,WASHINGTON,NA,7/2/17,7/8/17,2,6
Mumps,0,US,NEW YORK,NA,7/2/17,7/8/17,1,6
Mumps,0,US,TEXAS,NA,7/2/17,7/8/17,12,6
Mumps,0,US,WASHINGTON,NA,6/25/17,7/1/17,8,6
Mumps,0,US,NEW YORK,NA,6/25/17,7/1/17,6,6
Mumps,0,US,ARKANSAS,NA,6/25/17,7/1/17,1,6
Mumps,0,US,OKLAHOMA,NA,6/25/17,7/1/17,2,6
Mumps,0,US,TEXAS,NA,6/25/17,7/1/17,1,6
Mumps,0,US,MISSOURI,NA,6/25/17,7/1/17,2,6
Mumps,0,US,CALIFORNIA,NA,6/25/17,7/1/17,1,6
Mumps,0,US,OREGON,NA,6/25/17,7/1/17,3,6
Mumps,0,US,WASHINGTON,NA,6/18/17,6/24/17,40,6
Mumps,0,US,NEW YORK,NA,6/18/17,6/24/17,3,6
Mumps,0,US,COLORADO,NA,6/18/17,6/24/17,2,6
Mumps,0,US,TENNESSEE,NA,6/18/17,6/24/17,1,6
Mumps,0,US,FLORIDA,NA,6/18/17,6/24/17,5,6
Mumps,0,US,TEXAS,NA,6/18/17,6/24/17,6,6
Mumps,0,US,MISSOURI,NA,6/18/17,6/24/17,1,6
Mumps,0,US,HAWAII,NA,6/18/17,6/24/17,4,6
Mumps,0,US,PENNSYLVANIA,NA,6/18/17,6/24/17,1,6
Mumps,0,US,WASHINGTON,NA,6/11/17,6/17/17,39,6
Mumps,0,US,NEW YORK,NA,6/11/17,6/17/17,9,6
Mumps,0,US,ARKANSAS,NA,6/11/17,6/17/17,1,6
Mumps,0,US,MASSACHUSETTS,NA,6/11/17,6/17/17,1,6
Mumps,0,US,GEORGIA,NA,6/11/17,6/17/17,2,6
Mumps,0,US,OKLAHOMA,NA,6/11/17,6/17/17,14,6
Mumps,0,US,FLORIDA,NA,6/11/17,6/17/17,1,6
Mumps,0,US,TEXAS,NA,6/11/17,6/17/17,1,6
Mumps,0,US,MISSOURI,NA,6/11/17,6/17/17,3,6
Mumps,0,US,OREGON,NA,6/11/17,6/17/17,1,6
Mumps,0,US,OHIO,NA,6/4/17,6/10/17,2,6
Mumps,0,US,WASHINGTON,NA,6/4/17,6/10/17,10,6
Mumps,0,US,NEW YORK,NA,6/4/17,6/10/17,3,6
Mumps,0,US,IOWA,NA,6/4/17,6/10/17,1,6
Mumps,0,US,COLORADO,NA,6/4/17,6/10/17,1,6
Mumps,0,US,TENNESSEE,NA,6/4/17,6/10/17,1,6
Mumps,0,US,TEXAS,NA,6/4/17,6/10/17,2,6
Mumps,0,US,MISSOURI,NA,6/4/17,6/10/17,2,6
Mumps,0,US,IDAHO,NA,6/4/17,6/10/17,1,6
Mumps,0,US,OREGON,NA,6/4/17,6/10/17,1,6
Mumps,0,US,HAWAII,NA,6/4/17,6/10/17,2,6
Mumps,0,US,OHIO,NA,5/28/17,6/3/17,1,6
Mumps,0,US,NEW YORK,NA,5/28/17,6/3/17,13,6
Mumps,0,US,COLORADO,NA,5/28/17,6/3/17,1,6
Mumps,0,US,OKLAHOMA,NA,5/28/17,6/3/17,1,6
Mumps,0,US,TEXAS,NA,5/28/17,6/3/17,2,6
Mumps,0,US,MONTANA,NA,5/28/17,6/3/17,1,6
Mumps,0,US,MISSOURI,NA,5/28/17,6/3/17,1,6
Mumps,0,US,PENNSYLVANIA,NA,5/28/17,6/3/17,1,6
Mumps,0,US,NEW YORK,NA,5/21/17,5/27/17,12,6
Mumps,0,US,NEBRASKA,NA,5/21/17,5/27/17,1,6
Mumps,0,US,ARIZONA,NA,5/21/17,5/27/17,1,6
Mumps,0,US,MINNESOTA,NA,5/21/17,5/27/17,1,6
Mumps,0,US,IOWA,NA,5/21/17,5/27/17,1,6
Mumps,0,US,RHODE ISLAND,NA,5/21/17,5/27/17,6,6
Mumps,0,US,COLORADO,NA,5/21/17,5/27/17,1,6
Mumps,0,US,OKLAHOMA,NA,5/21/17,5/27/17,2,6
Mumps,0,US,TEXAS,NA,5/21/17,5/27/17,4,6
Mumps,0,US,MISSOURI,NA,5/21/17,5/27/17,4,6
Mumps,0,US,CALIFORNIA,NA,5/21/17,5/27/17,1,6
Mumps,0,US,OHIO,NA,5/14/17,5/20/17,2,6
Mumps,0,US,NEW YORK,NA,5/14/17,5/20/17,10,6
Mumps,0,US,ARIZONA,NA,5/14/17,5/20/17,4,6
Mumps,0,US,ARKANSAS,NA,5/14/17,5/20/17,2,6
Mumps,0,US,IOWA,NA,5/14/17,5/20/17,1,6
Mumps,0,US,CONNECTICUT,NA,5/14/17,5/20/17,1,6
Mumps,0,US,COLORADO,NA,5/14/17,5/20/17,1,6
Mumps,0,US,TENNESSEE,NA,5/14/17,5/20/17,1,6
Mumps,0,US,OKLAHOMA,NA,5/14/17,5/20/17,1,6
Mumps,0,US,FLORIDA,NA,5/14/17,5/20/17,1,6
Mumps,0,US,TEXAS,NA,5/14/17,5/20/17,5,6
Mumps,0,US,MISSOURI,NA,5/14/17,5/20/17,8,6
Mumps,0,US,CALIFORNIA,NA,5/14/17,5/20/17,1,6
Mumps,0,US,HAWAII,NA,5/14/17,5/20/17,1,6
Mumps,0,US,WASHINGTON,NA,5/7/17,5/13/17,50,6
Mumps,0,US,ILLINOIS,NA,5/7/17,5/13/17,3,6
Mumps,0,US,MISSISSIPPI,NA,5/7/17,5/13/17,1,6
Mumps,0,US,NEW YORK,NA,5/7/17,5/13/17,8,6
Mumps,0,US,ARIZONA,NA,5/7/17,5/13/17,1,6
Mumps,0,US,MINNESOTA,NA,5/7/17,5/13/17,4,6
Mumps,0,US,ARKANSAS,NA,5/7/17,5/13/17,1,6
Mumps,0,US,NORTH DAKOTA,NA,5/7/17,5/13/17,1,6
Mumps,0,US,COLORADO,NA,5/7/17,5/13/17,1,6
Mumps,0,US,TENNESSEE,NA,5/7/17,5/13/17,2,6
Mumps,0,US,FLORIDA,NA,5/7/17,5/13/17,2,6
Mumps,0,US,TEXAS,NA,5/7/17,5/13/17,7,6
Mumps,0,US,MISSOURI,NA,5/7/17,5/13/17,6,6
Mumps,0,US,CALIFORNIA,NA,5/7/17,5/13/17,1,6
Mumps,0,US,WASHINGTON,NA,4/30/17,5/6/17,32,6
Mumps,0,US,ILLINOIS,NA,4/30/17,5/6/17,1,6
Mumps,0,US,NEW YORK,NA,4/30/17,5/6/17,11,6
Mumps,0,US,MINNESOTA,NA,4/30/17,5/6/17,1,6
Mumps,0,US,ARKANSAS,NA,4/30/17,5/6/17,2,6
Mumps,0,US,TENNESSEE,NA,4/30/17,5/6/17,2,6
Mumps,0,US,KANSAS,NA,4/30/17,5/6/17,1,6
Mumps,0,US,OKLAHOMA,NA,4/30/17,5/6/17,3,6
Mumps,0,US,TEXAS,NA,4/30/17,5/6/17,13,6
Mumps,0,US,MISSOURI,NA,4/30/17,5/6/17,14,6
Mumps,0,US,IDAHO,NA,4/30/17,5/6/17,1,6
Mumps,0,US,OREGON,NA,4/30/17,5/6/17,1,6
Mumps,0,US,PENNSYLVANIA,NA,4/30/17,5/6/17,1,6
Mumps,0,US,OHIO,NA,4/23/17,4/29/17,1,6
Mumps,0,US,WASHINGTON,NA,4/23/17,4/29/17,60,6
Mumps,0,US,NEW YORK,NA,4/23/17,4/29/17,10,6
Mumps,0,US,ARIZONA,NA,4/23/17,4/29/17,1,6
Mumps,0,US,MINNESOTA,NA,4/23/17,4/29/17,2,6
Mumps,0,US,ARKANSAS,NA,4/23/17,4/29/17,2,6
Mumps,0,US,TENNESSEE,NA,4/23/17,4/29/17,1,6
Mumps,0,US,KANSAS,NA,4/23/17,4/29/17,3,6
Mumps,0,US,FLORIDA,NA,4/23/17,4/29/17,4,6
Mumps,0,US,TEXAS,NA,4/23/17,4/29/17,9,6
Mumps,0,US,MISSOURI,NA,4/23/17,4/29/17,11,6
Mumps,0,US,PENNSYLVANIA,NA,4/23/17,4/29/17,4,6
Mumps,0,US,WASHINGTON,NA,4/16/17,4/22/17,49,6
Mumps,0,US,MISSISSIPPI,NA,4/16/17,4/22/17,5,6
Mumps,0,US,TENNESSEE,NA,4/16/17,4/22/17,2,6
Mumps,0,US,OKLAHOMA,NA,4/16/17,4/22/17,2,6
Mumps,0,US,FLORIDA,NA,4/16/17,4/22/17,1,6
Mumps,0,US,TEXAS,NA,4/16/17,4/22/17,8,6
Mumps,0,US,MISSOURI,NA,4/16/17,4/22/17,10,6
Mumps,0,US,CALIFORNIA,NA,4/16/17,4/22/17,2,6
Mumps,0,US,OREGON,NA,4/16/17,4/22/17,1,6
Mumps,0,US,PENNSYLVANIA,NA,4/16/17,4/22/17,6,6
Mumps,0,US,OHIO,NA,4/9/17,4/15/17,3,6
Mumps,0,US,WASHINGTON,NA,4/9/17,4/15/17,54,6
Mumps,0,US,ILLINOIS,NA,4/9/17,4/15/17,1,6
Mumps,0,US,ARIZONA,NA,4/9/17,4/15/17,2,6
Mumps,0,US,ARKANSAS,NA,4/9/17,4/15/17,2,6
Mumps,0,US,COLORADO,NA,4/9/17,4/15/17,3,6
Mumps,0,US,KANSAS,NA,4/9/17,4/15/17,8,6
Mumps,0,US,OKLAHOMA,NA,4/9/17,4/15/17,3,6
Mumps,0,US,TEXAS,NA,4/9/17,4/15/17,3,6
Mumps,0,US,MISSOURI,NA,4/9/17,4/15/17,14,6
Mumps,0,US,OREGON,NA,4/9/17,4/15/17,1,6
Mumps,0,US,LOUISIANA,NA,4/9/17,4/15/17,3,6
Mumps,0,US,PENNSYLVANIA,NA,4/9/17,4/15/17,15,6
Mumps,0,US,OHIO,NA,4/2/17,4/8/17,2,6
Mumps,0,US,WASHINGTON,NA,4/2/17,4/8/17,43,6
Mumps,0,US,ILLINOIS,NA,4/2/17,4/8/17,2,6
Mumps,0,US,MISSISSIPPI,NA,4/2/17,4/8/17,2,6
Mumps,0,US,ARIZONA,NA,4/2/17,4/8/17,1,6
Mumps,0,US,MASSACHUSETTS,NA,4/2/17,4/8/17,1,6
Mumps,0,US,KANSAS,NA,4/2/17,4/8/17,2,6
Mumps,0,US,OKLAHOMA,NA,4/2/17,4/8/17,9,6
Mumps,0,US,TEXAS,NA,4/2/17,4/8/17,15,6
Mumps,0,US,MISSOURI,NA,4/2/17,4/8/17,8,6
Mumps,0,US,OREGON,NA,4/2/17,4/8/17,1,6
Mumps,0,US,PENNSYLVANIA,NA,4/2/17,4/8/17,4,6
Mumps,0,US,OHIO,NA,3/26/17,4/1/17,1,6
Mumps,0,US,WASHINGTON,NA,3/26/17,4/1/17,30,6
Mumps,0,US,NEW YORK,NA,3/26/17,4/1/17,1,6
Mumps,0,US,ARKANSAS,NA,3/26/17,4/1/17,3,6
Mumps,0,US,COLORADO,NA,3/26/17,4/1/17,3,6
Mumps,0,US,TENNESSEE,NA,3/26/17,4/1/17,3,6
Mumps,0,US,KANSAS,NA,3/26/17,4/1/17,2,6
Mumps,0,US,OKLAHOMA,NA,3/26/17,4/1/17,2,6
Mumps,0,US,TEXAS,NA,3/26/17,4/1/17,14,6
Mumps,0,US,UTAH,NA,3/26/17,4/1/17,1,6
Mumps,0,US,MISSOURI,NA,3/26/17,4/1/17,9,6
Mumps,0,US,CALIFORNIA,NA,3/26/17,4/1/17,1,6
Mumps,0,US,PENNSYLVANIA,NA,3/26/17,4/1/17,1,6
Mumps,0,US,OHIO,NA,3/19/17,3/25/17,7,6
Mumps,0,US,WASHINGTON,NA,3/19/17,3/25/17,120,6
Mumps,0,US,INDIANA,NA,3/19/17,3/25/17,1,6
Mumps,0,US,NEW YORK,NA,3/19/17,3/25/17,3,6
Mumps,0,US,ARKANSAS,NA,3/19/17,3/25/17,4,6
Mumps,0,US,IOWA,NA,3/19/17,3/25/17,1,6
Mumps,0,US,COLORADO,NA,3/19/17,3/25/17,3,6
Mumps,0,US,KANSAS,NA,3/19/17,3/25/17,8,6
Mumps,0,US,OKLAHOMA,NA,3/19/17,3/25/17,4,6
Mumps,0,US,TEXAS,NA,3/19/17,3/25/17,12,6
Mumps,0,US,MISSOURI,NA,3/19/17,3/25/17,10,6
Mumps,0,US,CALIFORNIA,NA,3/19/17,3/25/17,1,6
Mumps,0,US,OREGON,NA,3/19/17,3/25/17,1,6
Mumps,0,US,HAWAII,NA,3/19/17,3/25/17,1,6
Mumps,0,US,PENNSYLVANIA,NA,3/19/17,3/25/17,6,6
Mumps,0,US,WASHINGTON,NA,3/12/17,3/18/17,38,6
Mumps,0,US,ARKANSAS,NA,3/12/17,3/18/17,5,6
Mumps,0,US,MASSACHUSETTS,NA,3/12/17,3/18/17,1,6
Mumps,0,US,KANSAS,NA,3/12/17,3/18/17,5,6
Mumps,0,US,OKLAHOMA,NA,3/12/17,3/18/17,10,6
Mumps,0,US,TEXAS,NA,3/12/17,3/18/17,14,6
Mumps,0,US,MISSOURI,NA,3/12/17,3/18/17,15,6
Mumps,0,US,LOUISIANA,NA,3/12/17,3/18/17,1,6
Mumps,0,US,PENNSYLVANIA,NA,3/12/17,3/18/17,10,6
Mumps,0,US,OHIO,NA,3/5/17,3/11/17,3,6
Mumps,0,US,WASHINGTON,NA,3/5/17,3/11/17,45,6
Mumps,0,US,KENTUCKY,NA,3/5/17,3/11/17,1,6
Mumps,0,US,NEW YORK,NA,3/5/17,3/11/17,2,6
Mumps,0,US,ARIZONA,NA,3/5/17,3/11/17,1,6
Mumps,0,US,ARKANSAS,NA,3/5/17,3/11/17,7,6
Mumps,0,US,GEORGIA,NA,3/5/17,3/11/17,1,6
Mumps,0,US,KANSAS,NA,3/5/17,3/11/17,5,6
Mumps,0,US,OKLAHOMA,NA,3/5/17,3/11/17,23,6
Mumps,0,US,TEXAS,NA,3/5/17,3/11/17,12,6
Mumps,0,US,OHIO,NA,2/26/17,3/4/17,6,6
Mumps,0,US,NEW YORK,NA,2/26/17,3/4/17,2,6
Mumps,0,US,ARIZONA,NA,2/26/17,3/4/17,1,6
Mumps,0,US,MINNESOTA,NA,2/26/17,3/4/17,3,6
Mumps,0,US,NORTH DAKOTA,NA,2/26/17,3/4/17,1,6
Mumps,0,US,DISTRICT OF COLUMBIA,NA,2/26/17,3/4/17,1,6
Mumps,0,US,MASSACHUSETTS,NA,2/26/17,3/4/17,1,6
Mumps,0,US,KANSAS,NA,2/26/17,3/4/17,3,6
Mumps,0,US,FLORIDA,NA,2/26/17,3/4/17,2,6
Mumps,0,US,TEXAS,NA,2/26/17,3/4/17,10,6
Mumps,0,US,MISSOURI,NA,2/26/17,3/4/17,16,6
Mumps,0,US,OREGON,NA,2/26/17,3/4/17,2,6
Mumps,0,US,PENNSYLVANIA,NA,2/26/17,3/4/17,14,6
Mumps,0,US,OHIO,NA,2/19/17,2/25/17,6,6
Mumps,0,US,WASHINGTON,NA,2/19/17,2/25/17,7,6
Mumps,0,US,NEW YORK,NA,2/19/17,2/25/17,2,6
Mumps,0,US,NEBRASKA,NA,2/19/17,2/25/17,1,6
Mumps,0,US,ARIZONA,NA,2/19/17,2/25/17,1,6
Mumps,0,US,ARKANSAS,NA,2/19/17,2/25/17,17,6
Mumps,0,US,IOWA,NA,2/19/17,2/25/17,2,6
Mumps,0,US,COLORADO,NA,2/19/17,2/25/17,2,6
Mumps,0,US,KANSAS,NA,2/19/17,2/25/17,4,6
Mumps,0,US,OKLAHOMA,NA,2/19/17,2/25/17,8,6
Mumps,0,US,TEXAS,NA,2/19/17,2/25/17,7,6
Mumps,0,US,MISSOURI,NA,2/19/17,2/25/17,16,6
Mumps,0,US,CALIFORNIA,NA,2/19/17,2/25/17,1,6
Mumps,0,US,IDAHO,NA,2/19/17,2/25/17,1,6
Mumps,0,US,PENNSYLVANIA,NA,2/19/17,2/25/17,2,6
Mumps,0,US,WISCONSIN,NA,2/12/17,2/18/17,1,6
Mumps,0,US,OHIO,NA,2/12/17,2/18/17,5,6
Mumps,0,US,WASHINGTON,NA,2/12/17,2/18/17,26,6
Mumps,0,US,NEW YORK,NA,2/12/17,2/18/17,7,6
Mumps,0,US,ARKANSAS,NA,2/12/17,2/18/17,10,6
Mumps,0,US,COLORADO,NA,2/12/17,2/18/17,6,6
Mumps,0,US,OKLAHOMA,NA,2/12/17,2/18/17,3,6
Mumps,0,US,TEXAS,NA,2/12/17,2/18/17,11,6
Mumps,0,US,MISSOURI,NA,2/12/17,2/18/17,8,6
Mumps,0,US,IDAHO,NA,2/12/17,2/18/17,1,6
Mumps,0,US,PENNSYLVANIA,NA,2/12/17,2/18/17,2,6
Mumps,0,US,WISCONSIN,NA,2/5/17,2/11/17,3,6
Mumps,0,US,WASHINGTON,NA,2/5/17,2/11/17,3,6
Mumps,0,US,NEW YORK,NA,2/5/17,2/11/17,2,6
Mumps,0,US,ARKANSAS,NA,2/5/17,2/11/17,28,6
Mumps,0,US,COLORADO,NA,2/5/17,2/11/17,10,6
Mumps,0,US,TENNESSEE,NA,2/5/17,2/11/17,1,6
Mumps,0,US,OKLAHOMA,NA,2/5/17,2/11/17,7,6
Mumps,0,US,TEXAS,NA,2/5/17,2/11/17,12,6
Mumps,0,US,MISSOURI,NA,2/5/17,2/11/17,13,6
Mumps,0,US,OREGON,NA,2/5/17,2/11/17,1,6
Mumps,0,US,OHIO,NA,1/29/17,2/4/17,1,6
Mumps,0,US,NEVADA,NA,1/29/17,2/4/17,1,6
Mumps,0,US,NEW YORK,NA,1/29/17,2/4/17,4,6
Mumps,0,US,ARKANSAS,NA,1/29/17,2/4/17,37,6
Mumps,0,US,COLORADO,NA,1/29/17,2/4/17,7,6
Mumps,0,US,VIRGINIA,NA,1/29/17,2/4/17,1,6
Mumps,0,US,OKLAHOMA,NA,1/29/17,2/4/17,10,6
Mumps,0,US,TEXAS,NA,1/29/17,2/4/17,12,6
Mumps,0,US,IDAHO,NA,1/29/17,2/4/17,1,6
